TP_orig,FP_orig,TN_orig,FN_orig,TO_orig,FO_orig,TD_orig,P_orig,R_orig,F1_orig,SHD_orig,numCITest_orig,time_orig,TP_stable,FP_stable,TN_stable,FN_stable,TO_stable,FO_stable,TD_stable,P_stable,R_stable,F1_stable,SHD_stable,numCITest_stable,time_stable,TP_0Percent,FP_0Percent,TN_0Percent,FN_0Percent,TO_0Percent,FO_0Percent,TD_0Percent,P_0Percent,R_0Percent,F1_0Percent,SHD_0Percent,numCITestMarginal__0Percent,timeMarginal__0Percent,numCITestFS__0Percent,timeFS__0Percent,TP_5Percent,FP_5Percent,TN_5Percent,FN_5Percent,TO_5Percent,FO_5Percent,TD_5Percent,P_5Percent,R_5Percent,F1_5Percent,SHD_5Percent,numCITestMarginal__5Percent,timeMarginal__5Percent,numCITestFS__5Percent,timeFS__5Percent,TP_10Percent,FP_10Percent,TN_10Percent,FN_10Percent,TO_10Percent,FO_10Percent,TD_10Percent,P_10Percent,R_10Percent,F1_10Percent,SHD_10Percent,numCITestMarginal__10Percent,timeMarginal__10Percent,numCITestFS__10Percent,timeFS__10Percent,TP_15Percent,FP_15Percent,TN_15Percent,FN_15Percent,TO_15Percent,FO_15Percent,TD_15Percent,P_15Percent,R_15Percent,F1_15Percent,SHD_15Percent,numCITestMarginal__15Percent,timeMarginal__15Percent,numCITestFS__15Percent,timeFS__15Percent,TP_20Percent,FP_20Percent,TN_20Percent,FN_20Percent,TO_20Percent,FO_20Percent,TD_20Percent,P_20Percent,R_20Percent,F1_20Percent,SHD_20Percent,numCITestMarginal__20Percent,timeMarginal__20Percent,numCITestFS__20Percent,timeFS__20Percent,TP_25Percent,FP_25Percent,TN_25Percent,FN_25Percent,TO_25Percent,FO_25Percent,TD_25Percent,P_25Percent,R_25Percent,F1_25Percent,SHD_25Percent,numCITestMarginal__25Percent,timeMarginal__25Percent,numCITestFS__25Percent,timeFS__25Percent,TP_30Percent,FP_30Percent,TN_30Percent,FN_30Percent,TO_30Percent,FO_30Percent,TD_30Percent,P_30Percent,R_30Percent,F1_30Percent,SHD_30Percent,numCITestMarginal__30Percent,timeMarginal__30Percent,numCITestFS__30Percent,timeFS__30Percent,TP_35Percent,FP_35Percent,TN_35Percent,FN_35Percent,TO_35Percent,FO_35Percent,TD_35Percent,P_35Percent,R_35Percent,F1_35Percent,SHD_35Percent,numCITestMarginal__35Percent,timeMarginal__35Percent,numCITestFS__35Percent,timeFS__35Percent,TP_40Percent,FP_40Percent,TN_40Percent,FN_40Percent,TO_40Percent,FO_40Percent,TD_40Percent,P_40Percent,R_40Percent,F1_40Percent,SHD_40Percent,numCITestMarginal__40Percent,timeMarginal__40Percent,numCITestFS__40Percent,timeFS__40Percent,TP_45Percent,FP_45Percent,TN_45Percent,FN_45Percent,TO_45Percent,FO_45Percent,TD_45Percent,P_45Percent,R_45Percent,F1_45Percent,SHD_45Percent,numCITestMarginal__45Percent,timeMarginal__45Percent,numCITestFS__45Percent,timeFS__45Percent
20,2,169,9,10,0,4,0.9090909090909091,0.6896551724137931,0.7843137254901961,11,285,1.4214534759521484,20,0,171,9,10,0,5,1.0,0.6896551724137931,0.8163265306122449,9,346,2.3454904556274414,20,0,171,9,10,0,5,1.0,0.6896551724137931,0.8163265306122449,9,351,2.808928966522217,0,0.0,20,0,171,9,10,0,5,1.0,0.6896551724137931,0.8163265306122449,9,267,0.6790330410003662,130,1.7598462104797363,20,0,171,9,10,0,5,1.0,0.6896551724137931,0.8163265306122449,9,248,0.8531935214996338,165,1.8459999561309814,22,0,171,8,11,0,6,1.0,0.7333333333333333,0.846153846153846,8,208,0.5165340900421143,183,1.3813395500183105,20,0,171,9,10,0,5,1.0,0.6896551724137931,0.8163265306122449,9,163,0.2951202392578125,191,1.8809843063354492,20,1,170,9,10,0,5,0.9523809523809523,0.6896551724137931,0.7999999999999999,10,147,0.32122135162353516,207,1.9796724319458008,20,0,171,9,10,0,5,1.0,0.6896551724137931,0.8163265306122449,9,153,0.4244384765625,242,2.115708351135254,20,0,171,9,10,0,5,1.0,0.6896551724137931,0.8163265306122449,9,112,0.258345365524292,259,2.3356900215148926,20,0,171,9,10,0,5,1.0,0.6896551724137931,0.8163265306122449,9,125,0.4300234317779541,262,2.0569543838500977,20,0,171,9,10,0,5,1.0,0.6896551724137931,0.8163265306122449,9,71,0.13456177711486816,272,2.0647401809692383
